"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Sales volume New build","Pivotable date"
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-01,56362,monthly,4079,2015-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-01,2730,monthly,203,2015-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-02,57669,monthly,4836,2015-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-02,2750,monthly,220,2015-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-03,65281,monthly,7829,2015-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-03,3274,monthly,346,2015-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-04,62391,monthly,6641,2015-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-04,3150,monthly,340,2015-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-05,72232,monthly,8160,2015-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-05,3580,monthly,296,2015-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-06,81857,monthly,13153,2015-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-06,4052,monthly,671,2015-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-07,89783,monthly,7259,2015-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-07,4469,monthly,300,2015-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-08,81957,monthly,7002,2015-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-08,3918,monthly,294,2015-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-09,80192,monthly,8030,2015-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-09,3801,monthly,384,2015-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-10,88132,monthly,7588,2015-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-10,4500,monthly,312,2015-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-11,78861,monthly,6567,2015-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-11,4064,monthly,276,2015-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-12,80366,monthly,9509,2015-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-12,4129,monthly,428,2015-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-01,59992,monthly,4196,2016-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-01,2788,monthly,123,2016-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-02,65124,monthly,4839,2016-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-02,3215,monthly,180,2016-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-03,119302,monthly,8957,2016-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-03,5744,monthly,317,2016-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-04,52590,monthly,7159,2016-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-04,2822,monthly,307,2016-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-05,60179,monthly,7252,2016-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-05,3125,monthly,346,2016-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-06,74259,monthly,12312,2016-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-06,3812,monthly,496,2016-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-07,77919,monthly,7092,2016-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-07,4057,monthly,261,2016-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-08,79655,monthly,7254,2016-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-08,4122,monthly,299,2016-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-09,76114,monthly,8544,2016-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-09,4054,monthly,343,2016-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-10,70825,monthly,8159,2016-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-10,3957,monthly,284,2016-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-11,74097,monthly,8493,2016-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-11,4084,monthly,334,2016-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-12,79605,monthly,12985,2016-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2016-12,4581,monthly,619,2016-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-01,57498,monthly,5274,2017-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-01,3056,monthly,162,2017-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-02,60662,monthly,5901,2017-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-02,3225,monthly,224,2017-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-03,74386,monthly,9649,2017-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-03,3909,monthly,354,2017-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-04,62318,monthly,7352,2017-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-04,3490,monthly,256,2017-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-05,69176,monthly,8519,2017-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-05,3933,monthly,340,2017-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-06,84327,monthly,13948,2017-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-06,4691,monthly,567,2017-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-07,76993,monthly,7167,2017-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-07,4143,monthly,228,2017-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-08,82670,monthly,7169,2017-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-08,4572,monthly,279,2017-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-09,78082,monthly,8984,2017-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-09,4424,monthly,338,2017-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-10,77047,monthly,8409,2017-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-10,4471,monthly,305,2017-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-11,76788,monthly,8912,2017-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-11,4474,monthly,377,2017-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-12,76522,monthly,12875,2017-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2017-12,4659,monthly,610,2017-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-01,57138,monthly,5651,2018-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-01,3170,monthly,165,2018-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-02,58494,monthly,6693,2018-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-02,3276,monthly,240,2018-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-03,68184,monthly,9735,2018-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-03,3800,monthly,341,2018-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-04,58939,monthly,7467,2018-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-04,3367,monthly,220,2018-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-05,67590,monthly,8316,2018-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-05,3799,monthly,260,2018-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-06,79056,monthly,15200,2018-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-06,4344,monthly,575,2018-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-07,73910,monthly,7499,2018-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-07,4227,monthly,264,2018-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-08,84466,monthly,8052,2018-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-08,4811,monthly,290,2018-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-09,68839,monthly,8797,2018-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-09,3959,monthly,304,2018-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-10,76864,monthly,9031,2018-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-10,4387,monthly,301,2018-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-11,81610,monthly,9652,2018-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-11,5057,monthly,346,2018-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-12,69841,monthly,13145,2018-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2018-12,4255,monthly,616,2018-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-01,54134,monthly,5167,2019-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-01,3070,monthly,128,2019-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-02,57330,monthly,6138,2019-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-02,3207,monthly,195,2019-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-03,65206,monthly,9866,2019-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-03,3639,monthly,298,2019-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-04,60107,monthly,7732,2019-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-04,3462,monthly,263,2019-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-05,66812,monthly,8706,2019-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-05,3854,monthly,284,2019-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-06,69001,monthly,14266,2019-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-06,3997,monthly,499,2019-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-07,73613,monthly,7630,2019-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-07,4306,monthly,243,2019-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-08,78838,monthly,8292,2019-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-08,4546,monthly,302,2019-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-09,69020,monthly,8996,2019-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-09,3923,monthly,328,2019-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-10,74620,monthly,8564,2019-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-10,4294,monthly,312,2019-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-11,76702,monthly,9560,2019-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-11,4494,monthly,396,2019-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-12,70541,monthly,13033,2019-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2019-12,4089,monthly,524,2019-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-01,56603,monthly,5236,2020-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-01,3171,monthly,132,2020-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-02,56568,monthly,5987,2020-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-02,3168,monthly,183,2020-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-03,57626,monthly,7890,2020-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-03,3340,monthly,279,2020-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-04,23673,monthly,2680,2020-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-04,1381,monthly,70,2020-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-05,30798,monthly,2468,2020-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-05,1576,monthly,62,2020-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-06,46664,monthly,4889,2020-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-06,2013,monthly,141,2020-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-07,54524,monthly,5424,2020-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-07,2391,monthly,129,2020-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-08,56476,monthly,5757,2020-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-08,2525,monthly,136,2020-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-09,62864,monthly,6332,2020-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-09,2859,monthly,131,2020-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-10,77907,monthly,6422,2020-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-10,4200,monthly,139,2020-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-11,76747,monthly,5865,2020-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-11,4236,monthly,153,2020-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-12,85705,monthly,7389,2020-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2020-12,4929,monthly,238,2020-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-01,70906,monthly,6603,2021-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-01,3404,monthly,154,2021-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-02,90060,monthly,8391,2021-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-02,4113,monthly,224,2021-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-03,128525,monthly,13487,2021-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-03,5504,monthly,396,2021-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-04,82173,monthly,7809,2021-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-04,4323,monthly,283,2021-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-05,71336,monthly,7413,2021-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-05,4027,monthly,270,2021-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-06,162673,monthly,15360,2021-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-06,7096,monthly,507,2021-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-07,52302,monthly,5060,2021-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-07,3890,monthly,198,2021-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-08,71786,monthly,7396,2021-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-08,4304,monthly,290,2021-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-09,125654,monthly,11140,2021-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-09,4773,monthly,308,2021-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-10,53907,monthly,6802,2021-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-10,4556,monthly,249,2021-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-11,68044,monthly,8132,2021-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-11,4672,monthly,254,2021-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-12,76166,monthly,12181,2021-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2021-12,4545,monthly,368,2021-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-01,57602,monthly,5228,2022-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-01,3261,monthly,138,2022-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-02,66048,monthly,6517,2022-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-02,3746,monthly,191,2022-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-03,75440,monthly,9239,2022-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-03,4154,monthly,243,2022-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-04,68234,monthly,9156,2022-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-04,3792,monthly,227,2022-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-05,68223,monthly,8090,2022-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-05,3813,monthly,251,2022-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-06,71809,monthly,12789,2022-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-06,3618,monthly,373,2022-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-07,76486,monthly,8100,2022-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-07,4207,monthly,215,2022-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-08,79111,monthly,7768,2022-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-08,4237,monthly,209,2022-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-09,79500,monthly,9722,2022-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-09,4153,monthly,283,2022-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-10,75912,monthly,8089,2022-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-10,4308,monthly,427,2022-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-11,77523,monthly,8312,2022-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-11,4216,monthly,316,2022-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-12,73294,monthly,12444,2022-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2022-12,4008,monthly,469,2022-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-01,50359,monthly,4182,2023-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-01,2644,monthly,103,2023-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-02,49837,monthly,4192,2023-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-02,2679,monthly,123,2023-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-03,57529,monthly,6424,2023-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-03,3228,monthly,205,2023-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-04,41002,monthly,3955,2023-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-04,2298,monthly,140,2023-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-05,44542,monthly,4251,2023-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-05,2515,monthly,146,2023-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-06,56427,monthly,7460,2023-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-06,3210,monthly,289,2023-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-07,52068,monthly,2920,2023-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-07,2872,monthly,126,2023-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-08,59192,monthly,3794,2023-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-08,3135,monthly,116,2023-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-09,57425,monthly,4933,2023-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-09,3201,monthly,138,2023-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-10,55937,monthly,4426,2023-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-10,3093,monthly,130,2023-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-11,54315,monthly,4405,2023-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-11,2945,monthly,168,2023-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-12,51916,monthly,6710,2023-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2023-12,3015,monthly,263,2023-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-01,41790,monthly,2900,2024-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-01,2082,monthly,72,2024-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-02,47183,monthly,3422,2024-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-02,2541,monthly,101,2024-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-03,54167,monthly,5364,2024-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-03,2867,monthly,138,2024-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-04,48641,monthly,4146,2024-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-04,2617,monthly,149,2024-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-05,59419,monthly,5290,2024-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-05,3145,monthly,183,2024-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-06,57853,monthly,7816,2024-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-06,3174,monthly,345,2024-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-07,64652,monthly,3792,2024-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-07,3528,monthly,110,2024-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-08,70500,monthly,4878,2024-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-08,3790,monthly,170,2024-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-09,63165,monthly,5445,2024-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-09,3270,monthly,140,2024-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-10,73751,monthly,5313,2024-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-10,3874,monthly,165,2024-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-11,70691,monthly,5607,2024-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-11,3931,monthly,206,2024-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-12,65201,monthly,7968,2024-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2024-12,3547,monthly,291,2024-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-01,54389,monthly,3065,2025-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-01,2743,monthly,83,2025-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-02,60550,monthly,3778,2025-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-02,3070,monthly,92,2025-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-03,108520,monthly,7502,2025-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-03,3429,monthly,132,2025-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-04,26509,monthly,2023,2025-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-04,2715,monthly,137,2025-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-05,42828,monthly,2534,2025-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-05,2826,monthly,102,2025-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-06,48107,monthly,2073,2025-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-06,2889,monthly,50,2025-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-07,54099,monthly,455,2025-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-07,3112,monthly,3,2025-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-08,54093,monthly,256,2025-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-08,3020,monthly,1,2025-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-09,45247,monthly,230,2025-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-09,2452,monthly,2,2025-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-10,47878,monthly,86,2025-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-10,2671,monthly,,2025-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-11,,monthly,,2025-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-11,,monthly,,2025-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-12,,monthly,,2025-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2025-12,,monthly,,2025-12-01
